task,cls,scene,idx,n_tokens,n_chars,n_sentences,ttr,mean_word_len,comma_rate,semicolon_rate,quote_present,dash_present,digit_rate,within_scene_4gram,opener_article,opener_pronoun,opener_quote,opener_question,opener_prep_adv,opener_other
tank,aquarium,public_aquarium,50,22,130,1,1.0,4.863636363636363,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,51,22,149,1,0.8636363636363636,5.590909090909091,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,52,21,121,1,1.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,53,13,84,1,1.0,5.384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,54,18,113,1,0.9375,5.75,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,55,17,92,1,0.9411764705882353,4.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,public_aquarium,56,19,108,1,0.9473684210526315,4.578947368421052,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,57,16,111,1,0.9411764705882353,5.470588235294118,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,public_aquarium,58,19,104,1,0.9,4.15,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,59,22,138,1,0.9130434782608695,4.956521739130435,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,60,15,86,2,0.8666666666666667,4.466666666666667,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,61,14,95,1,0.9285714285714286,5.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,62,13,81,1,0.8461538461538461,5.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,63,20,125,1,0.9545454545454546,4.590909090909091,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,64,16,98,1,0.9411764705882353,4.705882352941177,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,65,19,109,1,0.8947368421052632,4.684210526315789,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,66,15,98,1,1.0,5.0625,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,67,18,112,1,0.8888888888888888,5.166666666666667,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,68,18,105,1,0.8888888888888888,4.777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,69,17,115,1,0.9411764705882353,5.705882352941177,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,public_aquarium,70,16,109,1,0.9375,5.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,71,17,100,1,0.9411764705882353,4.764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,public_aquarium,72,18,99,1,0.9444444444444444,4.444444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,73,17,117,1,0.9411764705882353,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,public_aquarium,74,17,87,1,0.9411764705882353,4.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,75,16,97,1,0.875,5.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,breeding_room,76,16,91,1,1.0,5.071428571428571,0.0,0.0,0.0,1.0,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,77,14,88,1,1.0,4.466666666666667,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,breeding_room,78,14,72,1,0.9285714285714286,4.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,79,16,78,1,0.9375,3.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,breeding_room,80,17,90,1,0.9411764705882353,4.235294117647059,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,breeding_room,81,14,77,1,0.9333333333333333,4.133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,breeding_room,82,15,100,1,0.9333333333333333,5.533333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,83,14,87,1,1.0,5.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,84,18,97,1,0.8823529411764706,4.411764705882353,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,breeding_room,85,14,94,1,1.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,86,16,95,1,1.0,4.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,breeding_room,87,14,91,1,1.0,5.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,88,14,89,1,0.9285714285714286,5.285714285714286,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,89,16,101,1,0.8823529411764706,4.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,90,16,92,1,0.9375,4.6875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,91,13,71,1,1.0,4.384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,breeding_room,92,16,80,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,breeding_room,93,14,76,3,0.9166666666666666,4.583333333333333,0.07142857142857142,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,breeding_room,94,16,84,1,1.0,4.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,95,15,82,2,0.9333333333333333,4.266666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,breeding_room,96,15,81,1,1.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,97,14,86,1,0.8571428571428571,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,breeding_room,98,15,93,1,1.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,breeding_room,99,14,80,1,1.0,4.5,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,100,21,111,1,0.9047619047619048,4.238095238095238,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,101,21,141,2,0.95,5.65,0.09523809523809523,0.0,0.0,0.0,0.028368794326241134,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,102,17,95,1,0.9375,4.8125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,reef_club,103,19,104,1,0.9473684210526315,4.368421052631579,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,104,19,118,1,1.0,5.2105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,105,21,140,1,1.0,5.086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,reef_club,106,18,100,1,0.95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,107,22,129,1,0.8181818181818182,4.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,108,18,111,1,0.8888888888888888,4.888888888888889,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,reef_club,109,16,119,1,0.9411764705882353,5.9411764705882355,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,110,19,119,1,0.8947368421052632,5.105263157894737,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,111,22,107,1,0.9047619047619048,3.857142857142857,0.09090909090909091,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,112,15,85,1,0.9333333333333333,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,reef_club,113,20,124,1,1.0,4.590909090909091,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,114,20,128,1,0.9,5.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,reef_club,115,17,109,1,1.0,5.294117647058823,0.058823529411764705,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,reef_club,116,14,96,1,0.8666666666666667,5.333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,117,15,103,1,0.9444444444444444,4.666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,118,18,99,1,1.0,4.647058823529412,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,119,19,106,1,0.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,120,15,95,1,1.0,5.266666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,reef_club,121,14,89,1,0.9333333333333333,4.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,122,18,117,1,0.8947368421052632,5.052631578947368,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,123,18,117,1,0.8947368421052632,5.157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,reef_club,124,17,106,1,0.9411764705882353,5.235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,125,18,126,2,1.0,5.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,126,20,125,1,0.9,5.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,classroom,127,17,99,3,1.0,4.529411764705882,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,classroom,128,20,141,1,0.9473684210526315,6.2105263157894735,0.0,0.05,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,129,20,107,2,1.0,4.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,classroom,130,18,110,1,1.0,5.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,131,13,73,1,1.0,4.583333333333333,0.15384615384615385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,classroom,132,18,104,1,1.0,4.473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,classroom,133,18,120,1,0.8888888888888888,5.611111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,classroom,134,21,114,1,0.9,4.5,0.047619047619047616,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,classroom,135,20,139,1,0.9047619047619048,5.523809523809524,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,classroom,136,18,96,1,1.0,4.277777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,classroom,137,18,129,1,0.8888888888888888,6.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,138,18,117,1,1.0,5.444444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,139,19,122,1,0.8947368421052632,5.421052631578948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,140,19,117,1,1.0,5.105263157894737,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,141,20,128,1,0.95,5.35,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tank,aquarium,classroom,142,18,108,2,0.9444444444444444,4.666666666666667,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,classroom,143,18,121,1,0.8888888888888888,5.666666666666667,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,144,23,116,2,0.9130434782608695,3.9565217391304346,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tank,aquarium,classroom,145,17,113,1,0.9411764705882353,5.470588235294118,0.058823529411764705,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,146,18,125,1,0.9444444444444444,5.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,147,18,118,1,1.0,5.2105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,classroom,148,17,95,2,1.0,4.411764705882353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,classroom,149,22,128,1,0.8181818181818182,4.7272727272727275,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,maintenance_route,150,22,122,1,0.9545454545454546,4.5,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,maintenance_route,151,20,127,1,0.95,5.1,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tank,aquarium,maintenance_route,152,20,115,1,0.8421052631578947,4.7894736842105265,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tank,aquarium,maintenance_route,153,22,125,1,0.9130434782608695,4.434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,maintenance_route,154,12,72,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tank,aquarium,maintenance_route,155,19,120,1,0.8947368421052632,5.2631578947368425,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,maintenance_route,156,18,95,1,0.9444444444444444,4.166666666666667,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tank,aquarium,maintenance_route,157,18,102,1,0.9444444444444444,4.611111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
